,user_id,event,time,offer_id,received_time,received_id
340,d60b6ba27b854d82a66e92c81cc776ef,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,340
344,4fb0ad91097a4e6984f2ba6891274520,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,344
361,62db888b21974136981082c0b8ec6d64,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,361
374,f50ee71f3a3c4d169237ae56e44d13c7,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,374
383,05ad6da25fcf4ea483562a4233cc345f,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,383
387,b50fd78643e1452386190ae9c8366b56,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,387
389,e296bfe8daed4c889800d3765c2d5d75,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,389
392,e72f808089f5456cb4df77343a95495c,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,392
413,6e87e9e5ecc847849e15939467ac7d4c,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,413
416,de5a7b09cf5140c9a5b2827a7e04c808,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,416
421,c00b91a565324027b72b928446e6a6f8,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,421
422,70938b2cdda040a4b513a39d9ac381ed,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,422
429,75c9b63cd43a4c7887b08e1519be5823,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,429
430,9a9a6f44405f49fdb0c3fa45109767d5,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,430
449,0caa5fbb22264d78a9608ce3761761e7,offer received,0,ae264e3637204a6fb9bb56bc8210ddfd,0,449
483,efb2c8c6351b423b97bc5508ba62dfde,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,483
484,e25ba3813b224ea894e9d5bdd9f1bd64,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,484
487,d55ce8932f364cdb882e4b90443e9097,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,487
493,5647967694bb4af49ea07dd2dc835ea8,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,493
512,176291c5e59040c8b904b19a1ba7adcb,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,512
513,5de2b57a16f64cc187415744b93d9ff6,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,513
519,0b265c689a2b406095d5aec5b33bded9,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,519
528,b9a7de55d4bd43f49a0865edf14ee23a,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,528
530,7f4fc4cfd74a404a93b1a411cb906067,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,530
541,69743d51492d4173b0e054fd5d8f943c,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,541
557,5508e87b5a874f5fb73492a7e3e25309,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,557
558,742a238ad3ae45ddb0b8c09f13c7fd43,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,558
562,4d573916e3614e7c99b3ba26440efe40,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,562
567,ac3d62b70d7b4cb7ab931cd7c8c6f08b,offer received,0,fafdcd668e3743c1bb461111dcafc2a4,0,567
588,d83092f394ae45e59b8934f2726b681a,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,588
591,218ca70819f7456eb87f6457628bef29,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,591
619,de3f4ed5cb4a489db3326317a09cb068,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,619
622,cd8528f0605e4353831185492f547598,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,622
635,fc58860830e648c9b54785967b67434c,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,635
677,941d896288ab4ceb8d96d8b02e2e96e4,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,677
679,50125c58c6794f84bd12049eb1f60239,offer received,0,2298d6c36e964ae4a3e7e9706d1fb8c2,0,679
681,1698291a4a474d84b7d7fc2e24ab684a,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,681
692,8d91f3193485407383ab8aefb1aaf830,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,692
699,9b75ecc50287471c9154e85be26068a1,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,699
702,c8c44530553d43e4aae1edf97153cf38,offer received,0,ae264e3637204a6fb9bb56bc8210ddfd,0,702
712,e2bf690856ee49bab84b794581636d0d,offer received,0,4d5c57ea9a6940dd891ad53e9dbe8da0,0,712
731,1792e4aafac94412ae1cd299353c8e15,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,731
735,7eb42a9d454c4cb8b18d363026192959,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,735
745,8d47cbb1da6a4503b2e3b7abdebf6ecb,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,745
750,64f17d7bcbd1454ab842557581d79fe4,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,750
757,e242bb9c734c4c6093feadfd95cf5e87,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,757
759,00c5a385c71a4d3db5e9b4e31e430943,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,759
775,51a96d6cabd644ae905dc762588b15f8,offer received,0,ae264e3637204a6fb9bb56bc8210ddfd,0,775
779,ec224f52c0424af4853e1e62f6fa1e4a,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,779
782,d8c37aab56804696abd5a8f908fce779,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,782
794,f5469a1a88bf4e62a6d5ce4f36bfe1b7,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,794
795,d83de059930842498e10a1d832ab0f7a,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,795
808,1360c2518d56433ea2edd28c0cf9261b,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,808
811,0485b8cb0bfc4d938895bbd6d8cbd7df,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,811
813,9167e9a964144abcb7c1b7d634f4d71d,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,813
822,35ad794c4a8b44418ee9376529b7052f,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,822
830,99d0d659823e4fe5a2b9837140fbcc64,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,830
843,7718d57d46044f1d911d6bd4f73dc533,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,843
858,0e389daa5f5b428489ddabfdc0eb9f7b,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,858
861,9e796cf38cce4f9bb34dfd0451b95a51,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,861
864,da9557652a704bb59cbc84cbf2b7f7d8,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,864
865,94b6a06fdbb1496193b6402ae2f31509,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,865
867,b41fa23db9b44eacaaf75ea0546ff38d,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,867
879,d71e2c089c114db7bc7cebf9cd4f20e2,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,879
891,3b1a315cf9514f15af2822e15e6a7964,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,891
896,469b32f79f5f4c9ca6f05ddabc6ba6e0,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,896
898,89db13f87ed64047b4242a5836d3db42,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,898
901,cbecec5803434d63bce1e4c451d4b2d7,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,901
910,d80211f9f5ff46408d55adee3727aff3,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,910
932,42bb26c6f1704c9482a0a949801fee7f,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,932
939,923221df63774ab78306eaae67a86082,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,939
959,40c068d24b4c48e995bbbc6351429157,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,959
965,037c3e0c1cd6477dbe15812a05619fc5,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,965
996,f366d7306e6b4aa984e359357cf4e5dc,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,996
998,6c0bf1e9a354447689cac11e0e239ea0,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,998
1001,f7465d18ba7f4e43b99ccabf141d421d,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,1001
1012,7bd149ccf9af497fa01366cf2237f568,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,1012
1013,0c286a286b4a4ed982768df3a7e8a8d1,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1013
1014,c6a21e05ec2d44669822677cb4fa4aba,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1014
1024,38d65f5c05444db5a04a90fd5330e40e,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1024
1032,2c44d54d50914317a8d09bd305b04e72,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1032
1037,ab31fd0403f6478b97f7140ba82712a2,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1037
1045,c6036dc87d884a5299e7340f0b2b708a,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1045
1063,5d5acd4ed83c4527ab3400ebc623e05e,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1063
1066,6959ae9c142a45e8ac7fe34505cc0d41,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1066
1084,f47de7e07e1149429d604937326ae500,offer received,0,f19421c1d4aa40978ebb69ca19b0e20d,0,1084
1087,86dc646050b24398977579e08ea4d7f4,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,1087
1092,4ecc12e5805548f88a651633fc52e99e,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,1092
1096,2b305dbf84dd441ab8ea26242bcced60,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1096
1097,f408ca29e53941d99c2e1f940822039b,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,1097
1111,befa139192644f5281eef72115c7c4e3,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1111
1114,8e508511652c446a9debf0c20f5f5163,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1114
1134,fc12f97780a245f39af4f3516224edd1,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1134
1137,2cad48dcddc44f9dac43c2d9b476535b,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1137
1143,cc44cc35b0f044aaa9f174549fe86577,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,1143
1147,a043e5b2568541efbe9a1b7fa65b8c35,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1147
1148,17056c2cfb384ba1aae130fe0044fe79,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1148
1166,3e1bceba9b6e4dd2964bc101a58baec9,offer received,0,4d5c57ea9a6940dd891ad53e9dbe8da0,0,1166
1190,499c63d1cf77406b91a7ee5a6699cbcc,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1190
1221,65e2bf7869e64803ba1b1cb0ccb3c783,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,1221
1225,6f1d2b5cc01446d19f17a5b6bd4ee41b,offer received,0,ae264e3637204a6fb9bb56bc8210ddfd,0,1225
1226,07455479fc8c4b5aba6c50955a5ca60f,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1226
1238,879be27695d74227bc9974662ec74852,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1238
1240,304ff67061484ca6a8823a0313ac8fc5,offer received,0,ae264e3637204a6fb9bb56bc8210ddfd,0,1240
1244,3964c9d017984279866a8496b9cd2156,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,1244
1248,120dee561e744f748747331688866adf,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,1248
1254,93077c7318f146de9d2e7ad3961ad6e1,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1254
1262,db270c5eba0c4add96f8a68870f775aa,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,1262
1265,e0f1ca131f4b40a7a5f232b11efa4aea,offer received,0,2298d6c36e964ae4a3e7e9706d1fb8c2,0,1265
1267,9a9b396176624d1296897645eceb65c0,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,1267
1274,f682739f9c20422db355da9bde6b7668,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1274
1275,869d2477356644029b281d24097cd079,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1275
1277,da161c948ae74721886c226b1a0c21d3,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1277
1280,b62af6a37bfd4c7c8e8513e5070ca016,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,1280
1312,480189cc30094b66a1ff0de0816f5f4b,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1312
1316,526d6347752e465b9cbe3a62c449ccb4,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,1316
1325,2f86dc0c78c543ce9f01561fd5798bd4,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1325
1381,e7147567b7de4eb4a0ca7d48a3388855,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1381
1386,b1913d90251b4387888ee429bf0209ef,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1386
1388,54be86b2561e4e379e6446663e4d8935,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1388
1405,2c682b0e760d41e2a686dadade37ea74,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,1405
1407,e1608bdec1874b8db0d4fd425ba559f9,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1407
1410,50bc8904c8624ff885dafb0f2856079e,offer received,0,ae264e3637204a6fb9bb56bc8210ddfd,0,1410
1415,c474e9179c3549d8b795bcb9242cfc08,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1415
1451,3ff89db5f5a3407f9c33b215bdde0208,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1451
1453,8720b63cb4fe4aa39fce537860356bdc,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1453
1456,6015ae2b3e4742d185a45f5f9abe2848,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1456
1469,88247de5c0b441d39e45cec0f89c81b6,offer received,0,ae264e3637204a6fb9bb56bc8210ddfd,0,1469
1480,a733eb13c7b8458697dd1f113e66d795,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,1480
1481,d57bd2200e7b44c6b16892f1ca75f2c9,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,1481
1522,0e5a036dfa3e4b2b89672b2e008086b7,offer received,0,ae264e3637204a6fb9bb56bc8210ddfd,0,1522
1540,a0a8652d003f47d08ce7068066d18eab,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1540
1549,1e949fc1f3fe4c49af2bbe36e1b8cdf4,offer received,0,ae264e3637204a6fb9bb56bc8210ddfd,0,1549
1578,626d9e6450504fe1a39461cb63c61202,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1578
1582,562479f01f69488bb4e79e3c2937bfa9,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1582
1599,1a9cc4b4f763429b9cb006bd78cd7a7b,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,1599
1609,45894d525a1240919347e335d25d76a8,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1609
1634,e61d674d2adc44c59e41458f838ba954,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1634
1641,4d17f173ee4d460f9e51ecfe83a45f8e,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1641
1673,3a87f570d4d643c5bac694b2a830d252,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,1673
1677,09eb3e5e84224d018376b4d92b00b815,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1677
1701,0e3186ea9b0b4c378f89e413ee6ff69b,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,1701
1706,e304dfcda07a43f694d3790607b4659d,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1706
1709,dba0582e295e4cb48263751157e4e821,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1709
1731,c7f30804923d4edaa1c734d433b67e95,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,1731
1738,034ce97360c6485ab990d903343f9f08,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,1738
1757,afd43fca497d4e489c23b0e673535fee,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,1757
1781,390d897a08e94263bc968889972bb65c,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1781
1801,5171e17869f041659f696bfafb8dca86,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1801
1807,c8a71dc7d32c402e85e2eb3cbe0ad68a,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1807
1829,a72733b3057644809e9db04b7eb8c986,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,1829
1846,f97c5306c38740bd991165598eafa630,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1846
1847,3fc54fb18cd94422bd02b5550002535b,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,1847
1855,eb708237b7884000ad536f75d77f08f6,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1855
1869,d9436dd24c464d80bae8a36dc7c6867e,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1869
1870,c029ebbd5e584674bceec4413373dc20,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1870
1873,1b47b94d748f4d389575d84e80a611e3,offer received,0,ae264e3637204a6fb9bb56bc8210ddfd,0,1873
1885,d2502eb733fc418cbdb72c5f3ac3d8eb,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,1885
1893,211c1fdfe7e047e3b88cf267824ca6df,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1893
1894,b3cca059a8a346cc89fabfe1b7b5ee88,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1894
1896,393e8a6c83dd4d4d9afac6dd2115f807,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1896
1910,6505cfc00ad24925a449efc329b33065,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1910
1919,e29397df32d34d40992ad6dcf92568d0,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1919
1925,7344225181ed4dea95b15cd053483382,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1925
1941,dd0506ab4c364294afe5a5a81e073a63,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1941
1942,4fae756d7eb543bf99ab8530eface30e,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,1942
1944,21557b6e602841c089563a39feaf691e,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1944
1947,f277d871eb28447bb86e4b73a9bc4379,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,1947
1976,6cf884a6c5ae4b2daccb6d3108028fef,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1976
1994,907499fcdce34a39809c3540af995d49,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1994
2009,bf9872d7aedd453797bdb75054b70d94,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,2009
2032,5d1e22706c3b401a8947cc64c484c932,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,2032
2034,2b826162a0bd4690b318fd430d2adef2,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,2034
2044,d99b06a124ad4b829d41ee6a5d74c0a3,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,2044
2049,3aed39e33d8d432f9286ebea81b38639,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,2049
2052,2347c2ad74fb40b1a9652cd9d1ca04ba,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,2052
2054,4b7c259051134278b2b28b9691c65286,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,2054
2065,40145bb3b5fa40308142041742753599,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,2065
2066,475c43062aa14e3680fb4affaf7225dc,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,2066
2076,1a22d7cf63ae41dcb521c1b6da28adfc,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,2076
2083,559943eeb754463e844624a47d469253,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,2083
2095,3c4fd3642bbb47b285cec7816104649c,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,2095
2099,ff39b67d25cf48dd8fae9c8766f5eeed,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,2099
2107,45d0952c88fe49b8aad291b21e086293,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,2107
2112,f8d279c6b0df4fdda22c3d85ecc32a9e,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,2112
2131,b08f1eafc66e44e6aa486d7d33351964,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,2131
2133,0ba5ddd198e04ce3837c1ee2fbb3e4b1,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,2133
2136,5909ea92965f4a4bb1cb0374dead0ff5,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,2136
2138,7aa3e5382a9f45de820accd86d8e444b,offer received,0,2906b810c7d4411798c6938adc9daaa5,0,2138
2148,be043c99c4224b47bf4e252f9416cf05,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,2148
2162,2555d3d05bdd4d65b3cd2fe3c9b24d12,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,2162
2164,8c1a6686814e46e28bd23d8608e12b52,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,2164
2167,df07a83f4b83437795267361142fd14f,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,2167
2171,bc79e215f22743698d0ff7c97a4c3f0c,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,2171
2194,93a4aed8d91f4e128f38ba62e2b9d97c,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,2194
2196,6c9fc742d9d649f886b4f4767cc989dd,offer received,0,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,2196
2203,946939f5ad7344ff87232f453d112f07,offer received,0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,2203
