,user_id,offer_id,received_time,received_id,viewed_time,viewed_id,completed_time,completed_id,duration_in_hours,event_x,event_y,time,time_to_view
30,2f86dc0c78c543ce9f01561fd5798bd4,2298d6c36e964ae4a3e7e9706d1fb8c2,576,64820,642,56264,714,33092,168.0,offer viewed,offer received,642.0,66.0
31,88c7a3b182be47a29cd928be5ffd1fe8,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,66642,636,56071,714,33103,240.0,offer viewed,offer received,636.0,60.0
32,1c9b9ecc88ba4983b6ecec2fa2636d49,2298d6c36e964ae4a3e7e9706d1fb8c2,576,69962,582,49727,714,33093,168.0,offer viewed,offer received,582.0,6.0
33,873f0e0caae14b9fba66f6db4e715aa4,fafdcd668e3743c1bb461111dcafc2a4,576,64984,606,53986,714,33094,240.0,offer viewed,offer received,606.0,30.0
34,b7e216b6472b46648272c29a52a86702,fafdcd668e3743c1bb461111dcafc2a4,504,52545,516,42346,714,33095,240.0,offer viewed,offer received,516.0,12.0
35,fef4f14201c44ddd915f504b7d88bf08,2298d6c36e964ae4a3e7e9706d1fb8c2,576,65292,594,52431,714,33096,168.0,offer viewed,offer received,594.0,18.0
36,75ce7d71302e4e97af9bbeaebdd9ca9f,2906b810c7d4411798c6938adc9daaa5,576,75895,708,57631,714,33097,168.0,offer viewed,offer received,708.0,132.0
37,d79a422d00674d80a30311c203ad0e6b,fafdcd668e3743c1bb461111dcafc2a4,504,52934,540,45601,714,33098,240.0,offer viewed,offer received,540.0,36.0
38,cd56e78d6c2f4085bb8f53461ce80180,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,74257,576,47827,714,33099,240.0,offer viewed,offer received,576.0,0.0
39,5faae0835a8049c1b917d6d34316cc87,ae264e3637204a6fb9bb56bc8210ddfd,576,65992,576,47858,714,33100,168.0,offer viewed,offer received,576.0,0.0
40,9e59453b4ed44df29751981085bd4841,2906b810c7d4411798c6938adc9daaa5,576,66433,588,51384,714,33101,168.0,offer viewed,offer received,588.0,12.0
41,b8397fc0004f4d70bb0374139d1c6ea3,2298d6c36e964ae4a3e7e9706d1fb8c2,576,66521,576,47948,714,33102,168.0,offer viewed,offer received,576.0,0.0
42,6d9ee24c5889452e800b7d700f29b01e,ae264e3637204a6fb9bb56bc8210ddfd,576,69896,606,54246,714,33130,168.0,offer viewed,offer received,606.0,30.0
43,004b041fbfe44859945daa2c7f79ee64,fafdcd668e3743c1bb461111dcafc2a4,576,66866,576,47998,714,33107,240.0,offer viewed,offer received,576.0,0.0
44,99aa41a074f247aea838f630c7acaf76,fafdcd668e3743c1bb461111dcafc2a4,504,57437,564,47066,714,33132,240.0,offer viewed,offer received,564.0,60.0
45,7f0d9541dc284bb5b390c863644f04cd,2298d6c36e964ae4a3e7e9706d1fb8c2,576,74934,708,57669,714,33169,168.0,offer viewed,offer received,708.0,132.0
46,264f1758fc9744a9badd3906364a598a,2906b810c7d4411798c6938adc9daaa5,576,73568,576,49148,714,33159,168.0,offer viewed,offer received,576.0,0.0
47,0f1d40baf5fd438ea8d699a721467c1b,ae264e3637204a6fb9bb56bc8210ddfd,576,73665,582,50800,714,33160,168.0,offer viewed,offer received,582.0,6.0
48,845c31e647b449479f30b36eac5c5856,2906b810c7d4411798c6938adc9daaa5,576,74089,702,57608,714,33161,168.0,offer viewed,offer received,702.0,126.0
49,087d0fcdbf294f7494a96d8d6a56cf41,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,67291,690,57466,714,33163,168.0,offer viewed,offer received,690.0,114.0
50,a3fa9c5ae07348f0ad9c6942a17e063b,2298d6c36e964ae4a3e7e9706d1fb8c2,576,74292,582,50883,714,33164,168.0,offer viewed,offer received,582.0,6.0
51,557e2c8128334f00bbe020595885b9c4,fafdcd668e3743c1bb461111dcafc2a4,504,61567,624,55683,714,33165,240.0,offer viewed,offer received,624.0,120.0
52,2d868dda028f445b8c7f592d33077229,fafdcd668e3743c1bb461111dcafc2a4,504,61689,558,46904,714,33166,240.0,offer viewed,offer received,558.0,54.0
53,6f3fe50d1f26409f94489a85c766f79e,ae264e3637204a6fb9bb56bc8210ddfd,576,74910,576,49363,714,33168,168.0,offer viewed,offer received,576.0,0.0
54,b13eaeb7a91e415a972c9ebc7f63ac57,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,73830,576,49376,714,33170,168.0,offer viewed,offer received,576.0,0.0
55,0fa9cb0814914f778995e061d4460e1a,2906b810c7d4411798c6938adc9daaa5,576,73426,588,52054,714,33157,168.0,offer viewed,offer received,588.0,12.0
56,8771f96bc7f947c09a8f78ee2e14a1a7,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,75065,606,54487,714,33171,168.0,offer viewed,offer received,606.0,30.0
57,f74033a8c6834303bd1b3ef0c98d11d8,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,75251,606,54497,714,33173,240.0,offer viewed,offer received,606.0,30.0
58,452cdae2c68e4732a4177d3929562690,fafdcd668e3743c1bb461111dcafc2a4,504,62945,540,45944,714,33176,240.0,offer viewed,offer received,540.0,36.0
59,0c027f5f34dd4b9eba0a25785c611273,2298d6c36e964ae4a3e7e9706d1fb8c2,576,75740,654,56812,714,33177,168.0,offer viewed,offer received,654.0,78.0
60,a6f84f4e976f44508c358cc9aba6d2b3,2298d6c36e964ae4a3e7e9706d1fb8c2,576,76014,594,53190,714,33178,168.0,offer viewed,offer received,594.0,18.0
61,b895c57e8cd047a8872ce02aa54759d6,fafdcd668e3743c1bb461111dcafc2a4,504,63342,516,43387,714,33179,240.0,offer viewed,offer received,516.0,12.0
62,4c7588114f90431095e3ee47988ff530,fafdcd668e3743c1bb461111dcafc2a4,576,70201,636,56147,714,33133,240.0,offer viewed,offer received,636.0,60.0
63,8692060470dd472385a617029e19fc91,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,73456,594,53030,714,33158,168.0,offer viewed,offer received,594.0,18.0
64,8431c16f8e1d440880db371a68f82dd0,fafdcd668e3743c1bb461111dcafc2a4,504,63344,534,45497,714,33180,240.0,offer viewed,offer received,534.0,30.0
65,2a109589d81b49fb891bd526e121c1c9,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,71843,654,56780,714,33156,168.0,offer viewed,offer received,654.0,78.0
66,023a42cf62f742b795a975d56955e220,2298d6c36e964ae4a3e7e9706d1fb8c2,576,72414,684,57370,714,33144,168.0,offer viewed,offer received,684.0,108.0
67,7718656997f3453db0f5aeca9cd35240,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,74069,618,55319,714,33155,168.0,offer viewed,offer received,618.0,42.0
68,3964c9d017984279866a8496b9cd2156,2298d6c36e964ae4a3e7e9706d1fb8c2,576,70799,588,51833,714,33137,168.0,offer viewed,offer received,588.0,12.0
69,58a2e3a01a5743d4900d6ad067f515f7,fafdcd668e3743c1bb461111dcafc2a4,504,58779,546,46216,714,33139,240.0,offer viewed,offer received,546.0,42.0
70,4972685b8b39473782a14f7709afe8b3,fafdcd668e3743c1bb461111dcafc2a4,504,58892,510,41602,714,33140,240.0,offer viewed,offer received,510.0,6.0
71,8b5e47fbff5841518a90dee08cf42313,2298d6c36e964ae4a3e7e9706d1fb8c2,576,72224,624,55620,714,33143,168.0,offer viewed,offer received,624.0,48.0
72,848b8e9245f240b18d39ca69fc481c5a,fafdcd668e3743c1bb461111dcafc2a4,576,70324,672,57138,714,33134,240.0,offer viewed,offer received,672.0,96.0
73,750668ec40b54828a3712880f6236fea,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,60154,516,43082,714,33148,240.0,offer viewed,offer received,516.0,12.0
74,f86af496c16140a5a9e4fbe605a27bb5,ae264e3637204a6fb9bb56bc8210ddfd,576,72895,696,57541,714,33149,168.0,offer viewed,offer received,696.0,120.0
75,358dd6e10a994567ab25da15b9e5529e,2906b810c7d4411798c6938adc9daaa5,576,72913,576,49028,714,33150,168.0,offer viewed,offer received,576.0,0.0
76,61a2713a058b4ee782d1fbeced01b400,fafdcd668e3743c1bb461111dcafc2a4,576,72958,576,49038,714,33151,240.0,offer viewed,offer received,576.0,0.0
77,2c2a1a03e7bf49febd39594ce9eb08bb,2298d6c36e964ae4a3e7e9706d1fb8c2,576,73110,666,57045,714,33153,168.0,offer viewed,offer received,666.0,90.0
78,4e07135858ca4eaf829cc6e74b010016,fafdcd668e3743c1bb461111dcafc2a4,576,72459,582,50707,714,33146,240.0,offer viewed,offer received,582.0,6.0
79,d2b287e7ecd34b628b05a16317b2af9a,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,69001,612,54750,708,33016,168.0,offer viewed,offer received,612.0,36.0
80,50c3063af3c04074b817b1488e238e66,2298d6c36e964ae4a3e7e9706d1fb8c2,576,69000,642,56339,708,33015,168.0,offer viewed,offer received,642.0,66.0
81,8f1d8f4875d04c83b826a9df90dedfe4,2298d6c36e964ae4a3e7e9706d1fb8c2,576,68938,600,53541,708,33014,168.0,offer viewed,offer received,600.0,24.0
82,7c25d44106054da2887c0e8864b71185,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,68267,642,56323,708,33008,168.0,offer viewed,offer received,642.0,66.0
83,e590c974d8274f89a02fecaa11b6670b,fafdcd668e3743c1bb461111dcafc2a4,504,53748,552,46486,708,33012,240.0,offer viewed,offer received,552.0,48.0
84,0785f1fce0b04ba08e01c7d2ebab4917,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,68795,582,50203,708,33011,240.0,offer viewed,offer received,582.0,6.0
85,9b159098792f41a889eeecf69da1413a,fafdcd668e3743c1bb461111dcafc2a4,504,55714,504,39310,708,33010,240.0,offer viewed,offer received,504.0,0.0
86,ab5e1ca0319147708e1fd2647125ba20,fafdcd668e3743c1bb461111dcafc2a4,576,70705,642,56324,708,33009,240.0,offer viewed,offer received,642.0,66.0
87,7ccf7223c7e74779942493f85fee6b6d,ae264e3637204a6fb9bb56bc8210ddfd,576,73713,576,48485,708,33029,168.0,offer viewed,offer received,576.0,0.0
88,8e7d398d4bd948e397e201ad2bd5cce8,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,61188,534,45209,708,33018,240.0,offer viewed,offer received,534.0,30.0
89,d53f33e6bd1b4f1cb5273bef76b5b9f6,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,69142,660,56880,708,33019,240.0,offer viewed,offer received,660.0,84.0
90,b635cc878a1d435faac686ade19d2c43,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,65221,666,57002,708,33020,168.0,offer viewed,offer received,666.0,90.0
91,7ca7aeaf87024c27bceba0e700a0d9cc,fafdcd668e3743c1bb461111dcafc2a4,576,69287,576,48408,708,33021,240.0,offer viewed,offer received,576.0,0.0
92,10cbaa18d359457d899edf285d85a9b4,2298d6c36e964ae4a3e7e9706d1fb8c2,576,69421,582,50271,708,33024,168.0,offer viewed,offer received,582.0,6.0
93,0ff34474e5b245b79f396d4c5ddef96c,2298d6c36e964ae4a3e7e9706d1fb8c2,576,69435,654,56735,708,33025,168.0,offer viewed,offer received,654.0,78.0
94,d0e38277ec4646c7a73b408211b7ff19,fafdcd668e3743c1bb461111dcafc2a4,576,66543,576,48444,708,33026,240.0,offer viewed,offer received,576.0,0.0
95,21e4f5128ff94baf89619d6be8bdc77f,fafdcd668e3743c1bb461111dcafc2a4,576,69657,654,56738,708,33028,240.0,offer viewed,offer received,654.0,78.0
96,de6d949f1af74cd9b7176543a579a61d,fafdcd668e3743c1bb461111dcafc2a4,504,55405,510,41185,708,33007,240.0,offer viewed,offer received,510.0,6.0
97,08eae23115f745e6a388307d62261686,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,72811,588,51549,708,33005,240.0,offer viewed,offer received,588.0,12.0
98,e624d5ee8e0e45a899100472752af9ba,fafdcd668e3743c1bb461111dcafc2a4,504,57234,528,44613,708,33031,240.0,offer viewed,offer received,528.0,24.0
99,512191a2ec58463fafd3fd544bf7bed6,2298d6c36e964ae4a3e7e9706d1fb8c2,576,67736,606,53960,708,32984,168.0,offer viewed,offer received,606.0,30.0
100,a2d2404774b645379a29ec10433ca73a,2298d6c36e964ae4a3e7e9706d1fb8c2,576,64436,588,51207,708,32985,168.0,offer viewed,offer received,588.0,12.0
101,d7f86043a9de4c5f83bf646795685aa1,fafdcd668e3743c1bb461111dcafc2a4,576,64678,588,51224,708,32986,240.0,offer viewed,offer received,588.0,12.0
102,f3a24f76c9f649388133fc430c0726b9,2906b810c7d4411798c6938adc9daaa5,576,64706,624,55430,708,32987,168.0,offer viewed,offer received,624.0,48.0
103,def5cb0357014a2a8df9b8086810729c,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,52484,552,46394,708,32988,240.0,offer viewed,offer received,552.0,48.0
104,86d1c0779345461fb1f5811627c93b3e,fafdcd668e3743c1bb461111dcafc2a4,504,52528,516,42343,708,32990,240.0,offer viewed,offer received,516.0,12.0
105,c5fffd0bbfeb4063bddc66c85481931b,2298d6c36e964ae4a3e7e9706d1fb8c2,576,65202,594,52426,708,32991,168.0,offer viewed,offer received,594.0,18.0
106,9e3680da1a014eafb4b4d852c3785c16,fafdcd668e3743c1bb461111dcafc2a4,504,52595,516,42350,708,32992,240.0,offer viewed,offer received,516.0,12.0
107,683e5e45c24849fdb1b0bcde6121cc28,2298d6c36e964ae4a3e7e9706d1fb8c2,576,65825,588,51326,708,32994,168.0,offer viewed,offer received,588.0,12.0
108,ee8651d8fd7e459298b431b0481f877f,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,67340,672,57105,708,32998,168.0,offer viewed,offer received,672.0,96.0
109,8296312262cd4cc19872e53ad1e10345,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,73997,648,56530,708,33001,168.0,offer viewed,offer received,648.0,72.0
110,1e8afbff73494145a26f9b5475dfc9f6,2906b810c7d4411798c6938adc9daaa5,576,67650,672,57111,708,33003,168.0,offer viewed,offer received,672.0,96.0
111,06ab01a0775d4b35bceca2d607271874,2298d6c36e964ae4a3e7e9706d1fb8c2,576,69930,594,52777,708,33030,168.0,offer viewed,offer received,594.0,18.0
112,7094d2b126a443369ad99924696810bd,2298d6c36e964ae4a3e7e9706d1fb8c2,576,72849,576,49016,708,33058,168.0,offer viewed,offer received,576.0,0.0
113,cca43d4a61554c78abb7b62c3dc9927c,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,70054,678,57251,708,33032,168.0,offer viewed,offer received,678.0,102.0
114,1da6a18e01c643d0bd7fa6cfbc645b41,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,72720,642,56405,708,33057,168.0,offer viewed,offer received,642.0,66.0
115,a876a62f41174da5a4694db91b14cba4,2906b810c7d4411798c6938adc9daaa5,576,73084,600,53754,708,33060,168.0,offer viewed,offer received,600.0,24.0
116,6a8e49db5013461e80bc476507b75dd9,fafdcd668e3743c1bb461111dcafc2a4,504,60457,510,41807,708,33062,240.0,offer viewed,offer received,510.0,6.0
117,386d9947e96a428b91132d3455d17976,ae264e3637204a6fb9bb56bc8210ddfd,576,73756,582,50816,708,33063,168.0,offer viewed,offer received,582.0,6.0
118,bfb8f100ec7b4028ad70d28f74765b7e,fafdcd668e3743c1bb461111dcafc2a4,576,68617,576,49371,708,33069,240.0,offer viewed,offer received,576.0,0.0
119,79916dbaccb643f1af5b3c8cf8e729b2,2906b810c7d4411798c6938adc9daaa5,576,75336,642,56444,708,33070,168.0,offer viewed,offer received,642.0,66.0
120,14dc22654684405b9c4ece23bf234330,2298d6c36e964ae4a3e7e9706d1fb8c2,576,75427,612,55003,708,33072,168.0,offer viewed,offer received,612.0,36.0
121,5cde3ff726b7416888212a7547a13d5a,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,75512,600,53885,708,33073,240.0,offer viewed,offer received,600.0,24.0
122,480519fde86e440ba1757c554d1c374f,ae264e3637204a6fb9bb56bc8210ddfd,576,72701,594,53171,708,33074,168.0,offer viewed,offer received,594.0,18.0
123,f34df6b46f3f42c78f9ef4e9ab7b6fe4,fafdcd668e3743c1bb461111dcafc2a4,576,75922,594,53182,708,33075,240.0,offer viewed,offer received,594.0,18.0
124,97b6a247534840ec9e7bba870f512d2e,fafdcd668e3743c1bb461111dcafc2a4,576,75928,594,53183,708,33076,240.0,offer viewed,offer received,594.0,18.0
125,84424c04a84547da9c5b2d60056c0540,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,75949,612,55027,708,33077,168.0,offer viewed,offer received,612.0,36.0
126,a65353ea28ff442aabfb39eb974326e3,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,76226,624,55733,708,33079,240.0,offer viewed,offer received,624.0,48.0
127,a00058cf10334a308c68e7631c529907,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,76259,600,53927,708,33080,168.0,offer viewed,offer received,600.0,24.0
128,655f294ab8154d3ebffaa801f241271c,ae264e3637204a6fb9bb56bc8210ddfd,576,74938,648,56640,708,33068,168.0,offer viewed,offer received,648.0,72.0
129,3959ea9e1eb04b949624159af55ea993,fafdcd668e3743c1bb461111dcafc2a4,576,72281,618,55299,708,33045,240.0,offer viewed,offer received,618.0,42.0
130,015ef929e016415098eeae8ce59da721,2906b810c7d4411798c6938adc9daaa5,576,70831,630,55892,708,33036,168.0,offer viewed,offer received,630.0,54.0
131,ce34ff5c45224019b2a824e173c53a9f,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,58354,528,44684,708,33038,240.0,offer viewed,offer received,528.0,24.0
132,3f935f28934b4151b6b7aadcb10c7a2b,2298d6c36e964ae4a3e7e9706d1fb8c2,576,71267,594,52876,708,33040,168.0,offer viewed,offer received,594.0,18.0
133,197de214500b4cd5ad8b4a01b2a53cf4,fafdcd668e3743c1bb461111dcafc2a4,576,75471,582,50541,708,33041,240.0,offer viewed,offer received,582.0,6.0
134,dac5cef904764a609e3a3b3d4f0058e8,fafdcd668e3743c1bb461111dcafc2a4,576,71975,576,48862,708,33042,240.0,offer viewed,offer received,576.0,0.0
135,3eb6aded21df4dcda69ba084c3dab2eb,2298d6c36e964ae4a3e7e9706d1fb8c2,576,72033,600,53696,708,33043,168.0,offer viewed,offer received,600.0,24.0
136,9b4db663f6f74fcca53c50b9bbbdc115,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,72161,648,56597,708,33044,240.0,offer viewed,offer received,648.0,72.0
137,f57fcd93d3e74e9b9bb9bc81a40a6612,2298d6c36e964ae4a3e7e9706d1fb8c2,576,73770,654,56749,708,33035,168.0,offer viewed,offer received,654.0,78.0
138,00d91c5919514448bc4f718e4e3f26ab,ae264e3637204a6fb9bb56bc8210ddfd,576,72284,582,50636,708,33046,168.0,offer viewed,offer received,582.0,6.0
139,71a5dd25d3704dafa598b9cc2ca7028a,ae264e3637204a6fb9bb56bc8210ddfd,576,72293,600,53708,708,33047,168.0,offer viewed,offer received,600.0,24.0
140,c2ad626e0bd7413299e7a7b8f10e121f,2906b810c7d4411798c6938adc9daaa5,576,72350,612,54882,708,33049,168.0,offer viewed,offer received,612.0,36.0
141,2ac49dfdf85e40e38185b5e62744bd86,2906b810c7d4411798c6938adc9daaa5,576,72684,654,56773,708,33055,168.0,offer viewed,offer received,654.0,78.0
142,b8eb6d3dd3954878b567517f65111919,2906b810c7d4411798c6938adc9daaa5,576,67158,588,51460,702,32912,168.0,offer viewed,offer received,588.0,12.0
143,e37db063f380473484acfb86046bf5b8,fafdcd668e3743c1bb461111dcafc2a4,576,67885,594,52628,702,32916,240.0,offer viewed,offer received,594.0,18.0
144,14b0f8a0f7024e9094869bccc14150f4,fafdcd668e3743c1bb461111dcafc2a4,576,67780,582,50064,702,32915,240.0,offer viewed,offer received,582.0,6.0
145,7ffb919d222447e2af22712b28cf1a60,fafdcd668e3743c1bb461111dcafc2a4,576,69607,606,54114,702,32913,240.0,offer viewed,offer received,606.0,30.0
146,b4460153df8b404a969d64dd6f2204f1,2298d6c36e964ae4a3e7e9706d1fb8c2,576,66368,576,47927,702,32908,168.0,offer viewed,offer received,576.0,0.0
147,00b18b535d6d4f779dea4dc9ac451478,fafdcd668e3743c1bb461111dcafc2a4,576,68189,576,47999,702,32911,240.0,offer viewed,offer received,576.0,0.0
148,bc4f249b7c5f417ebbbca2b184dc14a4,2298d6c36e964ae4a3e7e9706d1fb8c2,576,66539,576,47952,702,32910,168.0,offer viewed,offer received,576.0,0.0
149,5bd3810a64fd4a55bbd6d2240769357f,2906b810c7d4411798c6938adc9daaa5,576,73457,588,51548,702,32918,168.0,offer viewed,offer received,588.0,12.0
150,8c8c323df8e2415fbda5b2bbf253ca7b,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,67896,672,57113,702,32917,168.0,offer viewed,offer received,672.0,96.0
151,130a423ffae24fc09c6cf91590e336d3,fafdcd668e3743c1bb461111dcafc2a4,576,70560,582,50176,702,32923,240.0,offer viewed,offer received,582.0,6.0
152,77e3d01c729d46d5b35ec8f7d74e7c42,2298d6c36e964ae4a3e7e9706d1fb8c2,576,68174,618,55192,702,32919,168.0,offer viewed,offer received,618.0,42.0
153,fd3505ed43464f8ca88b7b0fc19c94d1,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,68263,678,57236,702,32920,168.0,offer viewed,offer received,678.0,102.0
154,96335586a1a645e8918f6810a1fc1375,fafdcd668e3743c1bb461111dcafc2a4,576,68730,672,57120,702,32922,240.0,offer viewed,offer received,672.0,96.0
155,61747cb0da434feb9225e15cf3271175,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,67967,588,51314,702,32906,240.0,offer viewed,offer received,588.0,12.0
156,6280ae4ee7844024bbcdb9d339d2d859,fafdcd668e3743c1bb461111dcafc2a4,576,66450,582,50229,702,32925,240.0,offer viewed,offer received,582.0,6.0
157,2f99a66263ba4f9ca0451bd2aee07c63,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,56844,510,41335,702,32927,240.0,offer viewed,offer received,510.0,6.0
158,2f99a66263ba4f9ca0451bd2aee07c63,fafdcd668e3743c1bb461111dcafc2a4,576,69551,588,51699,702,32928,240.0,offer viewed,offer received,588.0,12.0
159,9349734e54b34d6abda55a6456fc16f5,2298d6c36e964ae4a3e7e9706d1fb8c2,576,69670,588,51709,702,32929,168.0,offer viewed,offer received,588.0,12.0
160,26873f30a4b740e1b1831fc5e76d2fd3,fafdcd668e3743c1bb461111dcafc2a4,576,69974,588,51726,702,32930,240.0,offer viewed,offer received,588.0,12.0
161,23ca13cb82874a869fa16b0b617ca877,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,65927,600,53341,702,32907,240.0,offer viewed,offer received,600.0,24.0
