,user_id,offer_id,received_time,received_id,completed_time,completed_id,duration_in_hours,event,time
57,1c780ef3de0d4397ae1d854771813a66,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,70082,702,32905,168.0,offer received,576.0
58,2bf411e1c0af461b919ef8f703551ee3,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,70832,702,32939,168.0,offer received,576.0
59,1e8555612cf545938953a8a648705185,2906b810c7d4411798c6938adc9daaa5,576,63957,702,32924,168.0,offer received,576.0
60,b8cdaf04fcf34321b1e10736f616541d,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,55574,702,32921,240.0,offer received,504.0
61,6349163e4f06471aa8aee64cd3aeccc1,ae264e3637204a6fb9bb56bc8210ddfd,576,65921,702,32914,168.0,offer received,576.0
62,3a87d23281d14467af49851aae1c538a,ae264e3637204a6fb9bb56bc8210ddfd,576,66460,702,32909,168.0,offer received,576.0
63,02a00d256444415da8460cd2a3457ea7,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,64953,702,32896,168.0,offer received,576.0
64,e3b3486b202c4a399b6b64f2de81f516,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,65118,702,32899,168.0,offer received,576.0
65,0ff208c9b551457db756758715073af5,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,65005,702,32897,168.0,offer received,576.0
66,03cc530b458e4fb180c222777916e9b5,2906b810c7d4411798c6938adc9daaa5,576,64808,702,32893,168.0,offer received,576.0
67,8c3c10f681674fd798b5957060bbf302,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,66131,702,32889,240.0,offer received,576.0
68,aeea18cf2e8d455c98453c546292a9f6,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,69871,702,32886,168.0,offer received,576.0
69,3ce891b51f7e40f180ca685abc28e4ce,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,58351,702,32941,240.0,offer received,504.0
70,d95b47babcf14532995d53acff0e0ead,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,73578,702,32940,240.0,offer received,576.0
71,9ad81fe319ba406c96f2469926aac077,2906b810c7d4411798c6938adc9daaa5,576,72357,702,32951,168.0,offer received,576.0
72,6b998810e66244229bffd413f677bae0,ae264e3637204a6fb9bb56bc8210ddfd,576,71448,702,32944,168.0,offer received,576.0
73,1738163ca571451b9ea0cd9df19f2a6f,ae264e3637204a6fb9bb56bc8210ddfd,576,73174,702,32961,168.0,offer received,576.0
74,780b53dde0774138b7feb0506f0bc84d,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,75571,702,32980,168.0,offer received,576.0
75,b7e2d5ab4ab24229bf1aa74f2b2eeb4d,2906b810c7d4411798c6938adc9daaa5,576,75062,702,32975,168.0,offer received,576.0
76,257cdf8cf4ff419ba42b2baa13f5da17,ae264e3637204a6fb9bb56bc8210ddfd,576,74890,702,32973,168.0,offer received,576.0
77,17b2a48d368b417c8acabacac1f98440,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,74180,702,32967,168.0,offer received,576.0
78,58704ea7375d4c0e97cc6c6d1569c05e,2906b810c7d4411798c6938adc9daaa5,576,74168,702,32966,168.0,offer received,576.0
79,894aeaa49f19443db64c880ae47cea93,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,74235,702,32968,240.0,offer received,576.0
80,eb3ce155c32f4c80a29a3417a1e698d5,2906b810c7d4411798c6938adc9daaa5,576,72536,702,32954,168.0,offer received,576.0
81,eb3ce155c32f4c80a29a3417a1e698d5,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,59827,702,32953,240.0,offer received,504.0
82,12adf13711144814b9dabf37838edb47,ae264e3637204a6fb9bb56bc8210ddfd,576,72424,702,32952,168.0,offer received,576.0
83,7e615c3c67df488ba50514e36189aeaa,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,74443,702,32945,240.0,offer received,576.0
84,a2cfc7436071420ba55020e75a14c970,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,74091,702,32948,240.0,offer received,576.0
85,e5d9e755d4824d059283beb207256c6b,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,53795,696,32768,240.0,offer received,504.0
86,736d5d74b22f4a9584827d8dc2e1f5b2,2906b810c7d4411798c6938adc9daaa5,576,69072,696,32804,168.0,offer received,576.0
87,774d4dd8316449afb52b3121f296aec6,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,55819,696,32793,240.0,offer received,504.0
88,8465309631bd485dabc3b1c207f7dfd6,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,68529,696,32792,240.0,offer received,576.0
89,615925c2e1394f50862005e5a1190585,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,66293,696,32786,240.0,offer received,576.0
90,11b7e48f97cc4237a996e3ca88bc447d,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,66878,696,32771,240.0,offer received,576.0
91,9f53a01bf9874fc98e062a90a04d8504,2906b810c7d4411798c6938adc9daaa5,576,66509,696,32769,168.0,offer received,576.0
92,496ac7798e9d49e68468823dad0f43df,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,69700,696,32753,168.0,offer received,576.0
93,f81cf50a115f4042b0fe3f09265a56d7,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,66250,696,32766,240.0,offer received,576.0
94,635457c253cf48a1884618e4d7658c9a,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,63943,696,32763,168.0,offer received,576.0
95,0069a50874d846438e58acff5e594725,2906b810c7d4411798c6938adc9daaa5,576,65844,696,32762,168.0,offer received,576.0
96,040b2e6d3e914d609f6764b34b5a3a88,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,65699,696,32761,168.0,offer received,576.0
97,49c3b42ff4c84f589edafa6e7b6ce3d2,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,65572,696,32759,168.0,offer received,576.0
98,37ce604e20bc4bcdb601605c736ae38a,2906b810c7d4411798c6938adc9daaa5,576,69758,696,32814,168.0,offer received,576.0
99,86ee5a4052274038a6eb8f22838e2438,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,64534,696,32746,168.0,offer received,576.0
100,6103ebe6617f40c19295e9f2c88868d6,fafdcd668e3743c1bb461111dcafc2a4,504,51664,696,32741,240.0,offer received,504.0
101,3b23884e551e45ffbd81a7370170180a,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,69491,696,32811,240.0,offer received,576.0
102,756418e9da164ec9bd7af9886df13d2a,2906b810c7d4411798c6938adc9daaa5,576,69454,696,32809,168.0,offer received,576.0
103,003d66b6608740288d6cc97a6903f4f0,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,62602,696,32819,240.0,offer received,504.0
104,d448fa911f3f4b4aafe87396d220fad6,ae264e3637204a6fb9bb56bc8210ddfd,576,73681,696,32853,168.0,offer received,576.0
105,4d72f75250a141dabf04ec46ad021322,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,58501,696,32821,240.0,offer received,504.0
106,acfbd718a7a848698a1ac398e8566179,ae264e3637204a6fb9bb56bc8210ddfd,576,75651,696,32871,168.0,offer received,576.0
107,d4864a84304f4c988cf9748813ade9a5,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,75424,696,32870,168.0,offer received,576.0
108,795b52d3603c466b90ff2186a3281997,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,61736,696,32863,240.0,offer received,504.0
109,ff5a8471ac1b4809b190e38ba13a678a,fafdcd668e3743c1bb461111dcafc2a4,576,74221,696,32857,240.0,offer received,576.0
110,8af85470a76f4caa8f9db515a71df7e2,2906b810c7d4411798c6938adc9daaa5,576,74216,696,32856,168.0,offer received,576.0
111,3d121dd5684f4898855405839f9c1a45,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,61672,696,32862,240.0,offer received,504.0
112,26e3b1d4b03740bfadb3a245c852548f,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,60860,696,32851,240.0,offer received,504.0
113,b36aea09d8cc4dc5929f0c97163ee56c,2906b810c7d4411798c6938adc9daaa5,576,72872,696,32842,168.0,offer received,576.0
114,8cfb612c98eb4f288955d1ca99dcdc2e,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,72745,696,32839,240.0,offer received,576.0
115,4e1113bcc74c466abd0fba7036560c08,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,62702,696,32838,240.0,offer received,504.0
116,700f2b3ea88643e0a65722cfb71f543b,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,72237,696,32831,168.0,offer received,576.0
117,f084daa12c104c47b4dfd5375c901416,2906b810c7d4411798c6938adc9daaa5,576,72095,696,32830,168.0,offer received,576.0
118,75ebf737270f4aed850374986aac7333,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,58876,696,32825,240.0,offer received,504.0
119,984ada73b03f4ed49177ff89ff121dd1,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,53139,690,32634,240.0,offer received,504.0
120,2b0e698462194cd787308c7e2a7a8bfd,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,57665,690,32660,240.0,offer received,504.0
121,29fdfc06b7ea4373907b1f26389a675a,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,57576,690,32658,240.0,offer received,504.0
122,ce8b82092e674393ba1c9a03f30d4551,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,70199,690,32657,168.0,offer received,576.0
123,cb46664d4630403cb73b959c15258930,2906b810c7d4411798c6938adc9daaa5,576,63905,690,32653,168.0,offer received,576.0
124,2a58f4504c2b49649502109d11143144,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,55738,690,32642,240.0,offer received,504.0
125,797a3cf770b645759d9a188dc53b674d,ae264e3637204a6fb9bb56bc8210ddfd,576,63746,690,32639,168.0,offer received,576.0
126,f1ee8604afe84e1e8046ffdb1a4d5914,2298d6c36e964ae4a3e7e9706d1fb8c2,576,68002,690,32638,168.0,offer received,576.0
127,dc2b465941b64c7dad3c60e77cac200a,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,65461,690,32667,240.0,offer received,576.0
128,7e684e29d55d4003a95a8e70c04d973f,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,54674,690,32632,240.0,offer received,504.0
129,2bc8d01ed07943b9ad06b426dcf73a71,ae264e3637204a6fb9bb56bc8210ddfd,576,66331,690,32627,168.0,offer received,576.0
130,dcda2764a0754332a449b354e0d3acf8,2906b810c7d4411798c6938adc9daaa5,576,65108,690,32615,168.0,offer received,576.0
131,980053d5b9174be1bcc5c78a3b91d388,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,64330,690,32608,240.0,offer received,576.0
132,06b99e8cc24b426f8a578c749974b88a,2906b810c7d4411798c6938adc9daaa5,576,63799,690,32605,168.0,offer received,576.0
133,8e7c7465e98c43d8a01f51e2b5c29542,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,50836,690,32604,240.0,offer received,504.0
134,6697228b72e44e988a59fd0096558be1,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,70697,690,32666,240.0,offer received,576.0
135,b66cb315b9944a749e25aee0d7dfe13c,2906b810c7d4411798c6938adc9daaa5,576,67445,690,32633,168.0,offer received,576.0
136,0ea0f06e30bf4802afd33b531f871e6e,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,70834,690,32669,168.0,offer received,576.0
137,187dbd09f0f24bdc8c3089dfeed3f847,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,58191,690,32670,240.0,offer received,504.0
138,69a65bc782114db4be5a14baa823aba5,2906b810c7d4411798c6938adc9daaa5,576,76016,690,32730,168.0,offer received,576.0
139,93e87753979d43e2934d826d1db40122,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,63249,690,32728,240.0,offer received,504.0
140,25c258df0487470c8d1cfed9feca14cd,ae264e3637204a6fb9bb56bc8210ddfd,576,75748,690,32725,168.0,offer received,576.0
141,cf6b9d5cec40472eb455cea78fa4a94d,2906b810c7d4411798c6938adc9daaa5,576,74883,690,32723,168.0,offer received,576.0
142,b0bf98a1d77e43fa85a738130c112633,2906b810c7d4411798c6938adc9daaa5,576,73448,690,32702,168.0,offer received,576.0
143,adda19baff4645fd8af6f87592595070,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,73408,690,32701,168.0,offer received,576.0
144,3af42d89de7447a4a49de71b9247b8d3,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,62311,690,32719,240.0,offer received,504.0
145,1072640954974f2a9b4aff013d6c827f,ae264e3637204a6fb9bb56bc8210ddfd,576,71401,690,32699,168.0,offer received,576.0
146,a118079090144aec9dd4ddb957a5ede5,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,58373,690,32696,240.0,offer received,504.0
147,ffdefcac307f4ca99ac1ebd51470f106,2906b810c7d4411798c6938adc9daaa5,576,72637,690,32693,168.0,offer received,576.0
148,5f29fa9bbadd4010b698f16b89b1fd80,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,72520,690,32690,168.0,offer received,576.0
149,cbae907907b740f5a26e9a63fc39facb,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,58961,690,32679,240.0,offer received,504.0
150,4d72f75250a141dabf04ec46ad021322,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,71204,690,32673,168.0,offer received,576.0
151,f39fe7ea4e5946378e6d224504b77797,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,57525,684,32471,240.0,offer received,504.0
152,30230e56beb04882aacc6b233a84698a,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,66369,684,32491,240.0,offer received,576.0
153,9573bc0a92274a6db95027b7eb789571,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,53318,684,32483,240.0,offer received,504.0
154,f01b2d37aeb24bd981c3188ddbd4e659,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,53253,684,32480,240.0,offer received,504.0
155,b9b07ee2b17046ad9c3f2048d91cfe3d,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,65908,684,32479,168.0,offer received,576.0
156,e1f69f61ede041bd97bb70f68c267e4f,2906b810c7d4411798c6938adc9daaa5,576,65474,684,32474,168.0,offer received,576.0
157,2204f8ff966f48db90246bd7b5918a7f,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,63648,684,32454,240.0,offer received,576.0
158,6fae6620749949e1a2211d8e16887bea,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,64948,684,32467,240.0,offer received,576.0
159,f773d75a584c4f6baa4f9c4007f3a291,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,52048,684,32466,240.0,offer received,504.0
160,d235232818b844c8b65dcd3efedb1c21,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,52617,684,32465,240.0,offer received,504.0
161,9231358f6bcb4e2cbc83658d4153f932,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,51679,684,32464,240.0,offer received,504.0
162,8af6963021ce40e78a2281e17fb186f7,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,64134,684,32462,240.0,offer received,576.0
163,7f0124b2a6e94e8fba10c4055d8edde3,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,63853,684,32457,168.0,offer received,576.0
164,f5b84c63d6514f02bed8258e627f172d,2906b810c7d4411798c6938adc9daaa5,576,63791,684,32456,168.0,offer received,576.0
165,5ba3453b92c04d02937e446e4155256d,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,67371,684,32499,168.0,offer received,576.0
166,d0227d0bb2b147dd877d1a373226537b,2906b810c7d4411798c6938adc9daaa5,576,66419,684,32492,168.0,offer received,576.0
167,2cef524a7be341e0b51ff1a3b1228a78,2906b810c7d4411798c6938adc9daaa5,576,68428,684,32516,168.0,offer received,576.0
168,44444c221fd1473ca79ea107f85ba10d,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,68129,684,32513,168.0,offer received,576.0
169,9bc4b2ca147b42d08a4c2c55a16c2604,fafdcd668e3743c1bb461111dcafc2a4,504,60712,684,32568,240.0,offer received,504.0
170,5fe83ce42be24f2282e4ea6b3424d6f5,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,76052,684,32601,240.0,offer received,576.0
171,5dd9c771297b4b8e92a07c66cf1995d9,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,74975,684,32593,168.0,offer received,576.0
172,37c79e54b8184b8e973696453772ffd4,2906b810c7d4411798c6938adc9daaa5,576,74535,684,32587,168.0,offer received,576.0
173,ced3380d8a334054ab0f389572485292,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,61622,684,32582,240.0,offer received,504.0
174,b0b38eb96f02433ba5fa961b87e89564,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,61275,684,32578,240.0,offer received,504.0
175,7f0df9ea520a40e2ad30d0c4f6f30161,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,73818,684,32577,168.0,offer received,576.0
176,53bf4fb4f7da4d23aa55d7db3450bdfc,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,60975,684,32574,240.0,offer received,504.0
177,b8b20565b580442cae83bb0933f9c145,2906b810c7d4411798c6938adc9daaa5,576,75250,684,32594,168.0,offer received,576.0
178,68275bf750654990bf5e7479aed56241,2906b810c7d4411798c6938adc9daaa5,576,73444,684,32567,168.0,offer received,576.0
179,feed77a618d24d6dbd22913fc6601803,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,72401,684,32554,240.0,offer received,576.0
180,e3bb35e38e40400397f3f663ae2d2260,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,71985,684,32551,240.0,offer received,576.0
181,701f5a2770694eff9d3863d73d5402f8,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,68594,684,32517,240.0,offer received,576.0
182,b18ede11af8c44cfa56289fd58f04573,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,73218,684,32563,168.0,offer received,576.0
183,c9e69ffd85e7421aa53b8cb7bafba100,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,65711,678,32322,168.0,offer received,576.0
184,e4087b3f387b47e38d58e920f779056b,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,68066,678,32352,168.0,offer received,576.0
185,16bb0c6f3b1d456eb1637e0e59b68b99,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,73401,678,32340,240.0,offer received,576.0
186,55d77afdd5fd481aafc282f23516d7c0,ae264e3637204a6fb9bb56bc8210ddfd,576,67278,678,32339,168.0,offer received,576.0
187,34a1ee1454ef46d0b02567e8bb5f65a7,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,67114,678,32338,168.0,offer received,576.0
188,0ea1f0bb1ba245abbf709b962d326dd7,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,66485,678,32334,168.0,offer received,576.0
189,c1a15659ad3b414ba2f27f6648463113,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,65892,678,32325,240.0,offer received,576.0
190,23bc15e276d247669fd7d1c08a8fb678,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,63704,678,32302,168.0,offer received,576.0
191,3ab73b41e2ac4e67bb20be75543c1d78,2906b810c7d4411798c6938adc9daaa5,576,65584,678,32321,168.0,offer received,576.0
192,707751baa4864f26b172acd343e19f87,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,52463,678,32317,240.0,offer received,504.0
193,97c8db12d9de44febcf5b937fe549be8,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,64144,678,32307,168.0,offer received,576.0
194,3915674b75774fd8a5dccf50bc871d60,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,51300,678,32306,240.0,offer received,504.0
195,a138d7637a054c37800609decf35c5c6,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,63045,678,32361,240.0,offer received,504.0
